"","x"
"206",0.0489344359719403
"207",0.0439755430318564
"208",0.0543819003293174
"209",0.0489217575806969
"210",0.0565816314087874
"211",0.049348158048812
"212",0.0465509914993766
"213",0.0418333125145682
"214",0.0530241674873005
"215",0.0433972516307971
"216",0.0427571306986371
"217",0.0420169146666066
"218",0.0496814802822363
"219",0.047646903294439
"220",0.0438072085289236
"221",0.0418813968528939
"222",0.049456330294373
"223",0.0488981274571392
"224",0.0450256241780384
"225",0.0479568518545068
"226",0.0429220783878273
"227",0.0483399944446191
"228",0.0440567090009453
"229",0.0427676179133387
"230",0.0454312599506225
"231",0.0428330171849436
"232",0.0457695715964434
"233",0.0486318530627726
"234",0.0468945337451856
"235",0.0528674984659235
"236",0.044301217991625
"237",0.0484622075672362
"238",0.0468108261323906
"239",0.0437596132883316
"240",0.0435223649380343
"241",0.0443584940946739
"242",0.0443515309337475
"243",0.0484863488990595
"244",0.0488370371919975
"245",0.0417625347373428
"246",0.0433687425725339
"247",0.045753620519764
"248",0.046111777872148
"249",0.0474490484546358
"250",0.0436188844653459
"251",0.0485902810354095
"252",0.042389040473831
"253",0.0433874007196586
"254",0.0436994905985532
"255",0.0478845262701088
"256",0.0460844892606257
"257",0.0464635376007756
"258",0.0482318410483388
"259",0.047970664539747
"260",0.0416086060104936
"261",0.0452700262905156
"262",0.046661766035646
"263",0.04689604071451
"264",0.0450302096422822
"265",0.0466992765818585
"266",0.0433418341420162
"267",0.0430431900466449
"268",0.0488447548988102
"269",0.0485878010902139
"270",0.0491748370434365
"271",0.0502062950154376
"272",0.0483799389434119
"273",0.0441818750247004
"274",0.0441101687625483
"275",0.0519319482363402
"276",0.0449803780190873
"277",0.0488092820352291
"278",0.0408449680031127
"279",0.045589289218968
"280",0.0478320423218191
"281",0.0446278178795804
"282",0.0484353975605822
"283",0.0460522037453528
"284",0.0458053002013606
"285",0.0446394354134179
"286",0.0421802296463015
"287",0.0467546309911341
"288",0.0453103089885132
"289",0.0477362130934848
"290",0.0500076404224894
"291",0.0473366986644493
"292",0.0467678118394735
"293",0.0484887058747889
"294",0.0459732106505336
"295",0.0482872758064188
"296",0.0480915616958636
"297",0.0469344742090048
"298",0.048278447682048
"299",0.0526407685441537
"300",0.0554497813994548
"301",0.0519675801303057
"302",0.0455181081553829
"303",0.0460105432149843
"304",0.0443535596375688
"305",0.0485383750648569
"306",0.0481729635786247
"307",0.0460072066793704
"308",0.0478640776652725
"309",0.0411465004674145
"310",0.0473019941746435
"311",0.0449761704449713
"312",0.0454419520233425
"313",0.0482103007130954
"314",0.0459996190222084
"315",0.0467754478392674
"316",0.048406752099063
"317",0.0455960714141159
"318",0.0489600591969551
"319",0.0446995458565368
"320",0.047764904084448
"321",0.047427227277423
"322",0.04968586511506
"323",0.0443994191073534
"324",0.0470652369289826
"325",0.0449510267120859
"326",0.0441862508438736
"327",0.0463787214536451
"328",0.0534865735569705
"329",0.05215827238315
"330",0.0483397046987842
"331",0.0480254969139037
"332",0.0469907276921643
"333",0.044572794160793
"334",0.0459135931585004
"335",0.0519726927472407
"336",0.0441401158225526
"337",0.0474617169694527
"338",0.0438086096846824
"339",0.0481257877716487
"340",0.0429455186250537
"341",0.0458133764106841
"342",0.0468880523375715
"343",0.0419615408756394
"344",0.0471636537890594
"345",0.0477482426600428
"346",0.04634355777115
"347",0.0499577842920983
"348",0.0434433445014399
"349",0.0442651346770866
"350",0.0438467367312405
"351",0.0448511810879811
"352",0.0452642578153228
"353",0.0513626541012093
"354",0.0454796162557498
"355",0.0444054879301654
"356",0.0480906986517748
"357",0.0470559760634183
"358",0.0419319040305747
"359",0.0478076369327369
"360",0.0484192011291181
"361",0.0519929857467125
"362",0.0412132164070418
"363",0.0473172318831912
"364",0.0423928668152612
"365",0.0431484423422914
"366",0.0422445988603056
"367",0.0456826664853071
"368",0.0463441120183794
"369",0.0415352802162732
"370",0.0451859042458102
"371",0.0499168107129438
"372",0.051598700017933
"373",0.0482643353571723
"374",0.0415396768670067
"375",0.0429909101802707
"376",0.0417230166048494
"377",0.0543483674482704
"378",0.046698472891678
"379",0.0421598982027228
"380",0.0477875093268231
"381",0.0402845096916301
"382",0.0495513425546829
"383",0.0429723080550374
"384",0.0483570898809232
"385",0.0500517604376094
"386",0.0474641971418033
"387",0.0445030395304436
"388",0.0436656091917873
"389",0.0444084474654108
"390",0.043993827275638
"391",0.0469465080636727
"392",0.0457341327832245
"393",0.0462944030991792
"394",0.047705972139065
"395",0.0454632557556419
"396",0.0494030138212368
"397",0.0433592426750035
"398",0.0442731380535268
"399",0.0509056126390031
"400",0.0469792431566835
"401",0.0409849788126119
"402",0.0446147843318196
"403",0.0503609433927586
"404",0.0441745189150009
"405",0.0467725270576699
"406",0.0519035054763448
"407",0.0527075316544208
"408",0.0437421216551221
"409",0.0466707363423443
"410",0.0427277264878506
"411",0.0523911818498325
"412",0.0553982488429025
"413",0.0453947438387147
"414",0.0464512300177126
"415",0.0512312350149389
"416",0.0486256375028903
"417",0.0507406271231778
"418",0.045534761838367
"419",0.0456618149305506
"420",0.0427609070985583
"421",0.0409396484381484
"422",0.0464967059252129
"423",0.0481015118958721
"424",0.0494333860735976
"425",0.0495109110212154
"426",0.0511823001598945
"427",0.049893242685279
"428",0.0443838091472438
"429",0.0484819320086442
"430",0.0435918094450283
"431",0.0420353439098506
"432",0.0627030419420051
"433",0.0443841304149261
"434",0.0578574170045187
"435",0.0477094077472558
"436",0.0515336574782243
"437",0.0475467046867277
"438",0.0509512674406502
"439",0.0491444405631835
"440",0.0445153896613861
"441",0.0489950830315678
"442",0.0478973566519606
"443",0.0483282516520615
"444",0.0455344095308533
"445",0.0448049434876635
"446",0.0470581053350214
"447",0.0493121782650713
"448",0.0487910154534028
"449",0.0426009427897245
"450",0.0549331451079017
"451",0.0430156680705518
"452",0.0432759852608356
"453",0.0445871436398392
"454",0.0456922065444356
"455",0.0456306014565401
"456",0.0481106938804308
"457",0.0441615502756301
"458",0.0419482996184404
"459",0.043843446699293
"460",0.0478341870391589
"461",0.0491302086974009
"462",0.0489392139632681
"463",0.0466174594977645
"464",0.0521607491701856
"465",0.0574644668173148
"466",0.051927917247913
"467",0.0484608922836623
"468",0.0473227538864856
"469",0.0440001304877873
"470",0.0448587607185337
"471",0.0496625904605951
"472",0.0431518652638226
"473",0.0496139290002907
"474",0.0493241111376697
"475",0.0435485824162267
"476",0.0469163952184377
"477",0.0515187611446383
"478",0.0420223804892461
"479",0.0415991817858743
"480",0.0456730196987869
"481",0.0464753884021822
"482",0.0470028111518571
"483",0.0418790595227825
"484",0.0452957569794779
"485",0.044273990157795
"486",0.0466205235644855
"487",0.0492843545145307
"488",0.0480335520005027
"489",0.0508195013983434
"490",0.0490321877641617
"491",0.0405114714644782
"492",0.0455794609109576
"493",0.0480786401472937
"494",0.0434837946647367
"495",0.0529479234850314
"496",0.0498313670726144
"497",0.0533125458130425
"498",0.0545116384623974
"499",0.0460501257729193
"500",0.0463803781762722
"501",0.0480250590734533
"502",0.0488893118742088
"503",0.0444733111083766
"504",0.0479345709066733
"505",0.048205964622377
"506",0.0476576426084129
"507",0.0467287144734563
"508",0.0508686361343032
"509",0.0529172153107976
"510",0.0497993701113939
"511",0.0457304913265759
"512",0.046893214445612
"513",0.043104486726802
"514",0.0452791261369242
"515",0.0452367545171254
"516",0.0420500107644326
"517",0.0434053292952419
"518",0.0436980941365558
"519",0.0487724681227843
"520",0.0443653588164096
"521",0.0446521992265458
"522",0.053254613400235
